,sentiDiff
3425,0.0026999999999999247
10173,0.0026999999999999247
2068,0.0026999999999999247
10131,0.0026999999999999247
4107,0.0026999999999999247
7015,0.0026999999999999247
12004,0.0026999999999999247
12551,0.0026999999999999247
12001,0.0026999999999999247
2890,0.0026999999999999247
4896,0.0026000000000000467
9497,0.0026000000000000467
7068,0.0026000000000000467
3308,0.0026000000000000467
2113,0.0026000000000000467
2133,0.0026000000000000467
8342,0.0026000000000000467
3371,0.0026000000000000467
5840,0.0026000000000000467
1839,0.0026000000000000467
4504,0.0026000000000000467
6925,0.0026000000000000467
12955,0.0026000000000000467
6389,0.0026000000000000467
8551,0.0026000000000000467
8530,0.0026000000000000467
1644,0.0026000000000000467
13037,0.0026000000000000467
671,0.0026000000000000467
10004,0.0026000000000000467
891,0.0026000000000000467
10049,0.0026000000000000467
131,0.0026000000000000467
5421,0.0026000000000000467
8455,0.0026000000000000467
6201,0.0026000000000000467
6673,0.0026000000000000467
13189,0.0026000000000000467
8883,0.0026000000000000467
7279,0.0026000000000000467
11383,0.0026000000000000467
1859,0.0026000000000000467
3391,0.0026000000000000467
1955,0.0026000000000000467
7668,0.0026000000000000467
7236,0.0026000000000000467
12951,0.0026000000000000467
5942,0.0026000000000000467
5913,0.0026000000000000467
2263,0.0026000000000000467
5902,0.0026000000000000467
5895,0.0026000000000000467
9336,0.0026000000000000467
7452,0.0026000000000000467
5750,0.0026000000000000467
7582,0.0026000000000000467
5759,0.0026000000000000467
5911,0.0026000000000000467
9267,0.0026000000000000467
10852,0.0026000000000000467
9443,0.0026000000000000467
13918,0.0026000000000000467
7295,0.0026000000000000467
2055,0.0025999999999999357
12048,0.0025999999999999357
10129,0.0025999999999999357
4108,0.0025999999999999357
7847,0.0025999999999999357
3686,0.0025999999999999357
8586,0.0025999999999999357
12024,0.0025999999999999357
4686,0.0025999999999999357
10125,0.0025999999999999357
3947,0.0025999999999999357
9474,0.0025999999999999357
4113,0.0025999999999999357
10295,0.0025999999999999357
3174,0.0025999999999999357
4772,0.0025999999999999357
2009,0.0025999999999999357
10290,0.0025999999999999357
7242,0.0025999999999999357
5494,0.0025999999999999357
3652,0.0025999999999999357
11638,0.0025999999999999357
2078,0.0025999999999999357
3823,0.0025999999999999357
719,0.0025999999999999357
11678,0.0025999999999999357
6241,0.0025999999999999357
4131,0.0025999999999999357
7863,0.0025999999999999357
9675,0.0025000000000000577
21,0.0025000000000000577
8888,0.0025000000000000577
13198,0.0025000000000000577
5287,0.0025000000000000577
10843,0.0025000000000000577
8069,0.0025000000000000577
3291,0.0025000000000000577
9399,0.0025000000000000577
10742,0.0025000000000000577
1501,0.0025000000000000577
4335,0.0025000000000000577
13230,0.0025000000000000577
9597,0.0025000000000000577
1068,0.0025000000000000577
9978,0.0025000000000000577
8546,0.0025000000000000577
4252,0.0025000000000000577
1515,0.0025000000000000577
13220,0.0025000000000000577
8109,0.0025000000000000577
7885,0.0025000000000000577
333,0.0025000000000000577
127,0.0025000000000000577
13127,0.0025000000000000577
10893,0.0025000000000000577
13139,0.0025000000000000577
11663,0.0025000000000000577
13595,0.0025000000000000577
3900,0.0025000000000000577
13237,0.0025000000000000577
8573,0.0025000000000000577
6372,0.0025000000000000577
8550,0.0025000000000000577
5035,0.0025000000000000577
9087,0.0025000000000000577
6396,0.0025000000000000577
13174,0.0025000000000000577
1547,0.0025000000000000577
3314,0.0025000000000000577
10834,0.0025000000000000577
1327,0.0025000000000000577
2498,0.0025000000000000577
8800,0.0025000000000000577
2317,0.0025000000000000577
1530,0.0025000000000000577
2503,0.0025000000000000577
5460,0.0025000000000000577
13701,0.0025000000000000577
4798,0.0025000000000000577
7136,0.0025000000000000577
4176,0.0025000000000000577
7592,0.0025000000000000577
1430,0.0025000000000000577
8379,0.0025000000000000577
13356,0.0025000000000000577
13689,0.0025000000000000577
7630,0.0025000000000000577
8760,0.0025000000000000577
9511,0.0025000000000000577
4803,0.0025000000000000577
7614,0.0025000000000000577
4815,0.0025000000000000577
7623,0.0025000000000000577
7097,0.0025000000000000577
2415,0.0025000000000000577
9503,0.0025000000000000577
9512,0.0025000000000000577
9504,0.0025000000000000577
4817,0.0025000000000000577
7313,0.0025000000000000577
2441,0.0024999999999999467
7038,0.0024999999999999467
3680,0.0024999999999999467
2868,0.0024999999999999467
3829,0.0024999999999999467
7019,0.0024999999999999467
3824,0.0024999999999999467
11737,0.0024999999999999467
5894,0.0024999999999999467
2587,0.0024999999999999467
11083,0.0024999999999999467
11631,0.0024999999999999467
11636,0.0024999999999999467
10130,0.0024999999999999467
896,0.0024999999999999467
5623,0.0024999999999999467
2071,0.0024999999999999467
5332,0.0024999999999999467
12486,0.0024999999999999467
487,0.0024999999999999467
6745,0.0024999999999999467
7555,0.0024999999999999467
4834,0.0024999999999999467
1098,0.0024999999999999467
4111,0.0024999999999999467
4130,0.0024999999999999467
3942,0.0024999999999999467
4766,0.0024999999999999467
10296,0.0024999999999999467
4732,0.0024999999999999467
4829,0.0024999999999999467
3772,0.0024999999999999467
8990,0.0024999999999999467
7012,0.0024999999999999467
11076,0.0024999999999999467
9654,0.0024000000000000687
12952,0.0024000000000000687
10154,0.0024000000000000687
10723,0.0024000000000000687
4426,0.0024000000000000687
8505,0.0024000000000000687
6336,0.0024000000000000687
10670,0.0024000000000000687
1954,0.0024000000000000687
11644,0.0024000000000000687
6951,0.0024000000000000687
1414,0.0024000000000000687
670,0.0024000000000000687
2000,0.0024000000000000687
10319,0.0024000000000000687
2285,0.0024000000000000687
3255,0.0024000000000000687
1968,0.0024000000000000687
3305,0.0024000000000000687
623,0.0024000000000000687
7318,0.0024000000000000687
10720,0.0024000000000000687
684,0.0024000000000000687
564,0.0024000000000000687
7001,0.0024000000000000687
8311,0.0024000000000000687
8315,0.0024000000000000687
11424,0.0024000000000000687
9478,0.0024000000000000687
699,0.0024000000000000687
4466,0.0024000000000000687
13645,0.0024000000000000687
7890,0.0024000000000000687
6386,0.0024000000000000687
4913,0.0024000000000000687
1983,0.0024000000000000687
5240,0.0024000000000000687
1346,0.0023999999999999577
9977,0.0023999999999999577
3766,0.0023999999999999577
10878,0.0023999999999999577
2541,0.0023999999999999577
1366,0.0023999999999999577
7214,0.0023999999999999577
11872,0.0023999999999999577
1281,0.0023999999999999577
6278,0.0023999999999999577
7596,0.0023999999999999577
5964,0.0023999999999999577
3827,0.0023999999999999577
5492,0.0023999999999999577
9628,0.0023999999999999577
7028,0.0023999999999999577
1001,0.0023999999999999577
7605,0.0023999999999999577
6138,0.0023999999999999577
388,0.0023999999999999577
1057,0.0023999999999999577
7628,0.0023999999999999577
13202,0.0023999999999999577
4118,0.0023999999999999577
8624,0.0023999999999999577
4726,0.0023999999999999577
1123,0.0023999999999999577
11225,0.0023999999999999577
1106,0.0023999999999999577
13211,0.0023999999999999577
13432,0.0023999999999999577
5704,0.0023999999999999577
13235,0.0023999999999999577
4793,0.0023999999999999577
7020,0.0023999999999999577
4156,0.0023999999999999577
311,0.0023999999999999577
2471,0.0023999999999999577
3247,0.0023999999999999577
11637,0.0023999999999999577
8584,0.0023999999999999577
128,0.0023999999999999577
5362,0.0023999999999999577
956,0.0023999999999999577
72,0.0023999999999999577
323,0.0023999999999999577
6239,0.0023999999999999577
1488,0.0023000000000000798
12566,0.0023000000000000798
10439,0.0023000000000000798
1355,0.0023000000000000798
12573,0.0023000000000000798
1326,0.0023000000000000798
1340,0.0023000000000000798
12502,0.0023000000000000798
1378,0.0023000000000000798
6077,0.0023000000000000798
9786,0.0023000000000000798
1552,0.0023000000000000798
1371,0.0023000000000000798
1428,0.0023000000000000798
1548,0.0023000000000000798
15,0.0023000000000000798
189,0.0023000000000000798
2824,0.0023000000000000798
1801,0.0023000000000000798
13567,0.0023000000000000798
10303,0.0023000000000000798
3512,0.0023000000000000798
7418,0.0023000000000000798
10137,0.0023000000000000798
9631,0.0023000000000000798
2906,0.0023000000000000798
9634,0.0023000000000000798
560,0.0023000000000000798
10675,0.0023000000000000798
1745,0.0023000000000000798
11751,0.0023000000000000798
6969,0.0023000000000000798
10895,0.0023000000000000798
13617,0.0023000000000000798
10859,0.0023000000000000798
10847,0.0023000000000000798
588,0.0023000000000000798
2335,0.0023000000000000798
9507,0.0022999999999999687
7598,0.0022999999999999687
2094,0.0022999999999999687
7611,0.0022999999999999687
6347,0.0022999999999999687
2084,0.0022999999999999687
101,0.0022999999999999687
10128,0.0022999999999999687
7044,0.0022999999999999687
13312,0.0022999999999999687
2850,0.0022999999999999687
2507,0.0022999999999999687
1994,0.0022999999999999687
1093,0.0022999999999999687
13238,0.0022999999999999687
13317,0.0022999999999999687
5608,0.0022999999999999687
3352,0.0022999999999999687
7573,0.0022999999999999687
4150,0.0022999999999999687
7546,0.0022999999999999687
7473,0.0022999999999999687
5891,0.0022999999999999687
9028,0.0022999999999999687
8247,0.0022999999999999687
7437,0.0022999999999999687
5898,0.0022999999999999687
7434,0.0022999999999999687
7578,0.0022999999999999687
9483,0.0022999999999999687
9116,0.0022999999999999687
3344,0.0022999999999999687
2187,0.0022999999999999687
10167,0.0022999999999999687
8988,0.0022999999999999687
9473,0.0022999999999999687
5621,0.0022999999999999687
13217,0.0022999999999999687
8974,0.0022999999999999687
1974,0.0022999999999999687
7631,0.0022999999999999687
3814,0.0022999999999999687
690,0.0022999999999999687
13180,0.0022999999999999687
2452,0.0022999999999999687
13171,0.0022999999999999687
8572,0.0022999999999999687
13185,0.0022999999999999687
11645,0.0022999999999999687
8445,0.0022999999999999687
4369,0.0022999999999999687
9994,0.0022999999999999687
1820,0.0022999999999999687
6743,0.0022999999999999687
6782,0.0022999999999999687
13204,0.0022999999999999687
11588,0.0022999999999999687
10294,0.0022999999999999687
3266,0.0022999999999999687
10332,0.0022999999999999687
1896,0.0022999999999999687
10717,0.0022999999999999687
7703,0.0022999999999999687
3835,0.0022999999999999687
3446,0.0022999999999999687
13736,0.0022999999999999687
9701,0.0022999999999999687
11585,0.0022999999999999687
3441,0.0022999999999999687
4123,0.0022999999999999687
2502,0.0022999999999999687
5791,0.0022000000000000908
2559,0.0022000000000000908
9045,0.0022000000000000908
4667,0.0022000000000000908
1630,0.0022000000000000908
4816,0.0022000000000000908
7423,0.0022000000000000908
4796,0.0022000000000000908
4822,0.0022000000000000908
1472,0.0022000000000000908
4291,0.0022000000000000908
8325,0.0022000000000000908
8304,0.0022000000000000908
1784,0.0022000000000000908
1807,0.0022000000000000908
2006,0.0022000000000000908
2001,0.0022000000000000908
6043,0.0022000000000000908
5180,0.0021999999999999797
5756,0.0021999999999999797
5744,0.0021999999999999797
3316,0.0021999999999999797
3331,0.0021999999999999797
13208,0.0021999999999999797
5152,0.0021999999999999797
5758,0.0021999999999999797
744,0.0021999999999999797
561,0.0021999999999999797
13616,0.0021999999999999797
1141,0.0021999999999999797
5739,0.0021999999999999797
1299,0.0021999999999999797
3423,0.0021999999999999797
5738,0.0021999999999999797
9681,0.0021999999999999797
4670,0.0021999999999999797
5395,0.0021999999999999797
9484,0.0021999999999999797
13722,0.0021999999999999797
9490,0.0021999999999999797
71,0.0021999999999999797
13160,0.0021999999999999797
5672,0.0021999999999999797
599,0.0021999999999999797
5078,0.0021999999999999797
3840,0.0021999999999999797
200,0.0021999999999999797
9509,0.0021999999999999797
4363,0.0021999999999999797
9678,0.0021999999999999797
12568,0.0021999999999999797
5733,0.0021999999999999797
5736,0.0021999999999999797
4564,0.0021999999999999797
12139,0.0021999999999999797
6832,0.0021999999999999797
12142,0.0021999999999999797
2451,0.0021999999999999797
11890,0.0021999999999999797
11897,0.0021999999999999797
11903,0.0021999999999999797
7445,0.0021999999999999797
7454,0.0021999999999999797
1541,0.0021999999999999797
6131,0.0021999999999999797
10339,0.0021999999999999797
1521,0.0021999999999999797
6394,0.0021999999999999797
1518,0.0021999999999999797
5899,0.0021999999999999797
7602,0.0021999999999999797
5906,0.0021999999999999797
2882,0.0021999999999999797
1389,0.0021999999999999797
2470,0.0021999999999999797
2456,0.0021999999999999797
5962,0.0021999999999999797
10936,0.0021999999999999797
7424,0.0021999999999999797
7384,0.0021999999999999797
3636,0.0021999999999999797
3312,0.0021999999999999797
11403,0.0021999999999999797
11266,0.0021999999999999797
8027,0.0021999999999999797
11635,0.0021999999999999797
6398,0.0021999999999999797
6580,0.0021999999999999797
2060,0.0021999999999999797
7968,0.0021999999999999797
11673,0.0021999999999999797
10138,0.0021999999999999797
6441,0.0021999999999999797
6414,0.0021999999999999797
10174,0.0021999999999999797
10304,0.0021999999999999797
8324,0.002100000000000102
8320,0.002100000000000102
2356,0.002100000000000102
8347,0.002100000000000102
1486,0.002100000000000102
1436,0.002100000000000102
1798,0.002100000000000102
1372,0.002100000000000102
1626,0.002100000000000102
1748,0.002100000000000102
9085,0.002100000000000102
2453,0.0020999999999999908
7329,0.0020999999999999908
721,0.0020999999999999908
13284,0.0020999999999999908
10164,0.0020999999999999908
4238,0.0020999999999999908
5752,0.0020999999999999908
61,0.0020999999999999908
1971,0.0020999999999999908
13232,0.0020999999999999908
7904,0.0020999999999999908
746,0.0020999999999999908
8531,0.0020999999999999908
7901,0.0020999999999999908
5208,0.0020999999999999908
4122,0.0020999999999999908
1819,0.0020999999999999908
4120,0.0020999999999999908
5740,0.0020999999999999908
9125,0.0020999999999999908
4749,0.0020999999999999908
3176,0.0020999999999999908
7431,0.0020999999999999908
6315,0.0020999999999999908
7443,0.0020999999999999908
10089,0.0020999999999999908
7332,0.0020999999999999908
8285,0.0020999999999999908
5737,0.0020999999999999908
2139,0.0020999999999999908
5757,0.0020999999999999908
2093,0.0020999999999999908
10041,0.0020999999999999908
10038,0.0020999999999999908
2101,0.0020999999999999908
2107,0.0020999999999999908
3605,0.0020999999999999908
5755,0.0020999999999999908
2122,0.0020999999999999908
11679,0.0020999999999999908
9508,0.0020999999999999908
6530,0.0020999999999999908
6995,0.0020999999999999908
3664,0.0020999999999999908
11056,0.0020999999999999908
7017,0.0020999999999999908
1734,0.0020999999999999908
6497,0.0020999999999999908
7013,0.0020999999999999908
9487,0.0020999999999999908
7250,0.0020999999999999908
5125,0.0020999999999999908
10145,0.0020999999999999908
687,0.0020999999999999908
8436,0.0020999999999999908
6731,0.0020999999999999908
4110,0.0020999999999999908
3925,0.0020999999999999908
7444,0.0020999999999999908
10329,0.0020999999999999908
12162,0.0020999999999999908
4105,0.0020999999999999908
1914,0.0020999999999999908
1499,0.0020999999999999908
7618,0.0020999999999999908
3380,0.0020999999999999908
7619,0.0020999999999999908
6026,0.0020999999999999908
7625,0.0020999999999999908
2500,0.0020999999999999908
6867,0.0020999999999999908
1848,0.0020999999999999908
11389,0.0020999999999999908
7701,0.0020999999999999908
8153,0.0020999999999999908
7741,0.0020999999999999908
3365,0.0020999999999999908
11386,0.0020999999999999908
3359,0.0020999999999999908
9878,0.0020999999999999908
10311,0.0020999999999999908
1865,0.0020999999999999908
3351,0.0020999999999999908
3397,0.0020999999999999908
8683,0.0020999999999999908
7510,0.0020999999999999908
5734,0.0020999999999999908
13226,0.0020999999999999908
2564,0.0020999999999999908
8245,0.0020999999999999908
13224,0.0020999999999999908
9304,0.0020999999999999908
1551,0.0020999999999999908
4321,0.0020999999999999908
10213,0.0020999999999999908
934,0.0020999999999999908
1827,0.0020999999999999908
3743,0.0020999999999999908
10892,0.0020999999999999908
8667,0.0020999999999999908
7861,0.0020999999999999908
5730,0.0020999999999999908
13635,0.0020999999999999908
1833,0.0020999999999999908
13625,0.0020999999999999908
7471,0.0020999999999999908
8691,0.0020000000000000018
13348,0.0020000000000000018
13345,0.0020000000000000018
1952,0.0020000000000000018
9589,0.0020000000000000018
8932,0.0020000000000000018
2005,0.0020000000000000018
8056,0.0020000000000000018
7971,0.0020000000000000018
8902,0.0020000000000000018
8395,0.0020000000000000018
102,0.0020000000000000018
10127,0.0020000000000000018
7967,0.0020000000000000018
9367,0.0020000000000000018
6835,0.0020000000000000018
304,0.0020000000000000018
7455,0.0020000000000000018
251,0.0020000000000000018
4582,0.0020000000000000018
8223,0.0020000000000000018
2416,0.0020000000000000018
13723,0.0020000000000000018
9210,0.0020000000000000018
2491,0.0020000000000000018
2475,0.0020000000000000018
2474,0.0020000000000000018
10293,0.0020000000000000018
10302,0.0020000000000000018
381,0.0020000000000000018
7891,0.0020000000000000018
4709,0.0020000000000000018
7319,0.0020000000000000018
4232,0.0020000000000000018
7183,0.0020000000000000018
9496,0.0020000000000000018
10136,0.0020000000000000018
7921,0.0020000000000000018
7306,0.0020000000000000018
7340,0.0020000000000000018
4315,0.0020000000000000018
7349,0.0020000000000000018
7912,0.0020000000000000018
4788,0.0020000000000000018
7785,0.0020000000000000018
7413,0.0020000000000000018
7427,0.0020000000000000018
7449,0.0020000000000000018
9586,0.0020000000000000018
8899,0.0020000000000000018
5724,0.0020000000000000018
1664,0.0020000000000000018
8662,0.0020000000000000018
1503,0.0020000000000000018
8657,0.0020000000000000018
1759,0.0020000000000000018
8656,0.0020000000000000018
1740,0.0020000000000000018
3750,0.0020000000000000018
1667,0.0020000000000000018
8654,0.0020000000000000018
10061,0.0020000000000000018
13161,0.0020000000000000018
6171,0.0020000000000000018
8651,0.0020000000000000018
3265,0.0020000000000000018
11652,0.0020000000000000018
1717,0.0020000000000000018
1343,0.0020000000000000018
5578,0.0020000000000000018
3839,0.0020000000000000018
3813,0.0020000000000000018
1447,0.0020000000000000018
668,0.0020000000000000018
1498,0.0020000000000000018
1517,0.0020000000000000018
5722,0.0020000000000000018
3737,0.0020000000000000018
5753,0.0020000000000000018
8675,0.0020000000000000018
8685,0.0020000000000000018
8677,0.0020000000000000018
6831,0.0020000000000000018
5735,0.0020000000000000018
3599,0.0020000000000000018
5236,0.0020000000000000018
3609,0.0020000000000000018
11967,0.0020000000000000018
11973,0.0020000000000000018
5747,0.0020000000000000018
1627,0.0020000000000000018
5741,0.0020000000000000018
3821,0.0020000000000000018
3826,0.0020000000000000018
3837,0.0020000000000000018
6346,0.0020000000000000018
3398,0.0019000000000000128
11917,0.0019000000000000128
3403,0.0019000000000000128
5480,0.0019000000000000128
11909,0.0019000000000000128
10863,0.0019000000000000128
1549,0.0019000000000000128
6105,0.0019000000000000128
3282,0.0019000000000000128
7446,0.0019000000000000128
9280,0.0019000000000000128
3912,0.0019000000000000128
9342,0.0019000000000000128
313,0.0019000000000000128
3279,0.0019000000000000128
8571,0.0019000000000000128
9302,0.0019000000000000128
7601,0.0019000000000000128
1376,0.0019000000000000128
7610,0.0019000000000000128
8182,0.0019000000000000128
8671,0.0019000000000000128
7898,0.0019000000000000128
5892,0.0019000000000000128
8674,0.0019000000000000128
5749,0.0019000000000000128
7910,0.0019000000000000128
7911,0.0019000000000000128
8676,0.0019000000000000128
4133,0.0019000000000000128
8680,0.0019000000000000128
7977,0.0019000000000000128
60,0.0019000000000000128
6,0.0019000000000000128
1253,0.0019000000000000128
1324,0.0019000000000000128
5896,0.0019000000000000128
5732,0.0019000000000000128
5710,0.0019000000000000128
390,0.0019000000000000128
1500,0.0019000000000000128
1493,0.0019000000000000128
7655,0.0019000000000000128
10730,0.0019000000000000128
1388,0.0019000000000000128
10690,0.0019000000000000128
5921,0.0019000000000000128
8658,0.0019000000000000128
8648,0.0019000000000000128
199,0.0019000000000000128
8652,0.0019000000000000128
1203,0.0019000000000000128
8655,0.0019000000000000128
4098,0.0019000000000000128
7436,0.0019000000000000128
7448,0.0019000000000000128
11674,0.0019000000000000128
7221,0.0019000000000000128
6967,0.0019000000000000128
6688,0.0019000000000000128
6652,0.0019000000000000128
7006,0.0019000000000000128
1731,0.0019000000000000128
7027,0.0019000000000000128
7080,0.0019000000000000128
11634,0.0019000000000000128
8346,0.0019000000000000128
598,0.0019000000000000128
8473,0.0019000000000000128
13368,0.0019000000000000128
11643,0.0019000000000000128
2140,0.0019000000000000128
2145,0.0019000000000000128
11691,0.0019000000000000128
667,0.0019000000000000128
9501,0.0019000000000000128
6500,0.0019000000000000128
6691,0.0019000000000000128
13240,0.0019000000000000128
6937,0.0019000000000000128
11469,0.0019000000000000128
1866,0.0019000000000000128
13207,0.0019000000000000128
1871,0.0019000000000000128
8910,0.0019000000000000128
13216,0.0019000000000000128
8889,0.0019000000000000128
1936,0.0019000000000000128
1951,0.0019000000000000128
6734,0.0019000000000000128
1805,0.0019000000000000128
9609,0.0019000000000000128
1956,0.0019000000000000128
8920,0.0019000000000000128
10091,0.0019000000000000128
6730,0.0019000000000000128
1809,0.0019000000000000128
8924,0.0019000000000000128
1970,0.0019000000000000128
6496,0.0019000000000000128
8693,0.0019000000000000128
9456,0.0019000000000000128
4833,0.0019000000000000128
7338,0.0019000000000000128
7326,0.0019000000000000128
1676,0.0019000000000000128
7339,0.0019000000000000128
6360,0.0019000000000000128
9984,0.0019000000000000128
9482,0.0019000000000000128
7290,0.0019000000000000128
3194,0.0019000000000000128
1609,0.0019000000000000128
7429,0.0019000000000000128
6363,0.0019000000000000128
7281,0.0019000000000000128
672,0.0019000000000000128
8972,0.0019000000000000128
686,0.0019000000000000128
737,0.0019000000000000128
1681,0.0019000000000000128
262,0.0018999999999999018
91,0.0018999999999999018
1334,0.0018999999999999018
12993,0.0018000000000000238
1615,0.0018000000000000238
3167,0.0018000000000000238
317,0.0018000000000000238
2848,0.0018000000000000238
11942,0.0018000000000000238
1953,0.0018000000000000238
10140,0.0018000000000000238
9365,0.0018000000000000238
10432,0.0018000000000000238
1323,0.0018000000000000238
3,0.0018000000000000238
9405,0.0018000000000000238
11906,0.0018000000000000238
380,0.0018000000000000238
10429,0.0018000000000000238
28,0.0018000000000000238
2296,0.0018000000000000238
11452,0.0018000000000000238
11455,0.0018000000000000238
3449,0.0018000000000000238
1328,0.0018000000000000238
11907,0.0018000000000000238
11858,0.0018000000000000238
2673,0.0018000000000000238
2510,0.0018000000000000238
13233,0.0018000000000000238
303,0.0018000000000000238
9240,0.0018000000000000238
669,0.0018000000000000238
229,0.0018000000000000238
10844,0.0018000000000000238
1405,0.0018000000000000238
1402,0.0018000000000000238
1522,0.0018000000000000238
10011,0.0018000000000000238
615,0.0018000000000000238
612,0.0018000000000000238
1592,0.0018000000000000238
10306,0.0018000000000000238
10150,0.0018000000000000238
1342,0.0018000000000000238
129,0.0018000000000000238
712,0.0018000000000000238
10879,0.0018000000000000238
9642,0.0018000000000000238
10315,0.0018000000000000238
9775,0.0018000000000000238
9778,0.0018000000000000238
10165,0.0018000000000000238
10330,0.0018000000000000238
13241,0.0018000000000000238
2003,0.0018000000000000238
13559,0.0018000000000000238
13556,0.0018000000000000238
394,0.0018000000000000238
9075,0.0018000000000000238
8226,0.0018000000000000238
7344,0.0018000000000000238
5435,0.0018000000000000238
4653,0.0018000000000000238
7626,0.0018000000000000238
8222,0.0018000000000000238
4604,0.0018000000000000238
7182,0.0018000000000000238
7186,0.0018000000000000238
7322,0.0018000000000000238
8090,0.0018000000000000238
5742,0.0018000000000000238
5765,0.0018000000000000238
7350,0.0018000000000000238
8398,0.0018000000000000238
7353,0.0018000000000000238
5854,0.0018000000000000238
7925,0.0018000000000000238
7922,0.0018000000000000238
4346,0.0018000000000000238
4103,0.0018000000000000238
7916,0.0018000000000000238
4121,0.0018000000000000238
7894,0.0018000000000000238
4277,0.0018000000000000238
4128,0.0018000000000000238
8358,0.0018000000000000238
6609,0.0018000000000000238
8909,0.0018000000000000238
8565,0.0018000000000000238
8700,0.0018000000000000238
3557,0.0018000000000000238
8689,0.0018000000000000238
6642,0.0018000000000000238
8672,0.0018000000000000238
8665,0.0018000000000000238
8659,0.0018000000000000238
8653,0.0018000000000000238
8642,0.0018000000000000238
8640,0.0018000000000000238
8781,0.0018000000000000238
6072,0.0018000000000000238
7118,0.0018000000000000238
7026,0.0018000000000000238
7022,0.0018000000000000238
8908,0.0018000000000000238
8896,0.0018000000000000238
5307,0.0018000000000000238
7814,0.0018000000000000238
8561,0.0018000000000000238
7428,0.0017999999999999128
3368,0.0017999999999999128
2110,0.0017999999999999128
8348,0.0017999999999999128
1692,0.0017999999999999128
775,0.0017999999999999128
1836,0.0017999999999999128
2796,0.0017999999999999128
1962,0.0017999999999999128
69,0.0017999999999999128
4791,0.0017999999999999128
678,0.0017999999999999128
9135,0.0017999999999999128
7627,0.0017000000000000348
11647,0.0017000000000000348
9279,0.0017000000000000348
11659,0.0017000000000000348
9475,0.0017000000000000348
8232,0.0017000000000000348
6936,0.0017000000000000348
9481,0.0017000000000000348
6940,0.0017000000000000348
7915,0.0017000000000000348
7913,0.0017000000000000348
9486,0.0017000000000000348
13579,0.0017000000000000348
7903,0.0017000000000000348
6573,0.0017000000000000348
7664,0.0017000000000000348
9498,0.0017000000000000348
7896,0.0017000000000000348
9500,0.0017000000000000348
4647,0.0017000000000000348
3898,0.0017000000000000348
10758,0.0017000000000000348
8305,0.0017000000000000348
3819,0.0017000000000000348
8921,0.0017000000000000348
1374,0.0017000000000000348
7377,0.0017000000000000348
6654,0.0017000000000000348
9283,0.0017000000000000348
4271,0.0017000000000000348
9459,0.0017000000000000348
1325,0.0017000000000000348
6098,0.0017000000000000348
5885,0.0017000000000000348
1606,0.0017000000000000348
8020,0.0017000000000000348
11916,0.0017000000000000348
13705,0.0017000000000000348
7343,0.0017000000000000348
7341,0.0017000000000000348
6802,0.0017000000000000348
7331,0.0017000000000000348
7324,0.0017000000000000348
1446,0.0017000000000000348
5905,0.0017000000000000348
1975,0.0017000000000000348
4555,0.0017000000000000348
5923,0.0017000000000000348
11693,0.0017000000000000348
7937,0.0017000000000000348
7932,0.0017000000000000348
7931,0.0017000000000000348
2877,0.0017000000000000348
11927,0.0017000000000000348
12638,0.0017000000000000348
9455,0.0017000000000000348
5389,0.0017000000000000348
7577,0.0017000000000000348
3216,0.0017000000000000348
691,0.0017000000000000348
5357,0.0017000000000000348
5071,0.0017000000000000348
6637,0.0017000000000000348
13143,0.0017000000000000348
11961,0.0017000000000000348
1655,0.0017000000000000348
10,0.0017000000000000348
576,0.0017000000000000348
8650,0.0017000000000000348
6373,0.0017000000000000348
1758,0.0017000000000000348
7079,0.0017000000000000348
7083,0.0017000000000000348
579,0.0017000000000000348
1557,0.0017000000000000348
3551,0.0017000000000000348
3338,0.0017000000000000348
6434,0.0017000000000000348
3330,0.0017000000000000348
9798,0.0017000000000000348
13184,0.0017000000000000348
4975,0.0017000000000000348
13234,0.0017000000000000348
3838,0.0017000000000000348
10451,0.0017000000000000348
5350,0.0017000000000000348
5352,0.0017000000000000348
8892,0.0017000000000000348
6412,0.0017000000000000348
7039,0.0017000000000000348
3445,0.0017000000000000348
12939,0.0017000000000000348
8511,0.0017000000000000348
3236,0.0017000000000000348
9959,0.0017000000000000348
5173,0.0017000000000000348
8471,0.0017000000000000348
4867,0.0017000000000000348
8914,0.0017000000000000348
5353,0.0017000000000000348
5145,0.0017000000000000348
5347,0.0017000000000000348
3292,0.0017000000000000348
885,0.0017000000000000348
2144,0.0016999999999999238
8605,0.0016999999999999238
5754,0.0016999999999999238
2073,0.0016999999999999238
10845,0.0016999999999999238
9095,0.0016999999999999238
1738,0.0016999999999999238
5746,0.0016999999999999238
3349,0.0016999999999999238
9689,0.0016999999999999238
1742,0.0016999999999999238
1509,0.0016999999999999238
240,0.0016999999999999238
6260,0.0016999999999999238
3402,0.0016999999999999238
1817,0.0016999999999999238
5512,0.0016999999999999238
2091,0.0016999999999999238
68,0.0016999999999999238
1678,0.0016999999999999238
73,0.0016999999999999238
1870,0.0016999999999999238
5000,0.0016000000000000458
8882,0.0016000000000000458
1347,0.0016000000000000458
13652,0.0016000000000000458
1180,0.0016000000000000458
9290,0.0016000000000000458
3822,0.0016000000000000458
348,0.0016000000000000458
5344,0.0016000000000000458
6629,0.0016000000000000458
8146,0.0016000000000000458
8894,0.0016000000000000458
5348,0.0016000000000000458
